alumni_id,graduation_year,age,events_attended,emails_received,emails_opened,newsletter_clicks,volunteer_events,previous_donations,total_donation_amount,donation_frequency,days_since_last_donation,career_level,industry,days_since_last_interaction,donated_next_12_months
12607,1987,63,3,46,26,8,3,1,4736,2,209,Mid,Healthcare,370,1
12608,2019,41,1,9,7,14,4,3,4957,3,161,Entry,Manufacturing,177,0
12609,1986,30,4,23,35,3,5,1,3345,3,376,Mid,Manufacturing,359,1
12610,2002,38,2,47,34,11,5,4,588,3,865,Executive,Education,133,1
12611,2023,48,9,43,35,14,4,1,3883,3,169,Entry,Finance,492,1
12612,2011,68,1,9,35,6,3,0,0,0,898,Entry,Technology,443,0
12613,1990,23,8,16,24,10,4,0,0,4,338,Senior,Finance,190,1
12614,2001,57,4,23,19,13,4,5,457,3,801,Executive,Finance,435,0
12615,2001,40,9,16,16,5,3,2,1884,3,473,Executive,Healthcare,386,0
12616,2022,38,4,40,22,14,2,5,3121,5,226,Mid,Other,334,1
12617,2004,26,0,16,24,12,5,2,7642,0,872,Mid,Other,453,1
12618,2001,60,5,22,30,8,3,3,5611,1,362,Executive,Technology,5,1
12619,2007,39,6,47,5,15,0,0,0,5,478,Executive,Healthcare,292,0
12620,2008,28,0,38,34,13,0,2,9595,5,554,Executive,Healthcare,178,0
12621,1992,38,8,37,3,1,0,1,3703,0,474,Mid,Healthcare,282,0
12622,1997,60,7,22,39,14,0,3,4482,0,194,Executive,Other,105,1
12623,1981,57,7,33,19,14,1,4,1981,0,932,Executive,Healthcare,488,1
12624,2008,61,6,49,40,10,2,2,9984,5,11,Entry,Finance,429,1
12625,2000,66,4,9,0,6,1,5,4466,5,494,Executive,Other,245,1
12626,1994,25,2,29,25,10,4,2,2231,3,982,Senior,Other,324,1
12627,2006,59,8,28,33,4,4,5,8963,0,976,Mid,Education,378,1
12628,2010,46,6,33,9,12,3,5,5781,0,783,Entry,Finance,230,1
12629,1994,26,10,42,22,6,0,0,0,5,61,Executive,Healthcare,400,0
12630,2002,51,9,37,23,0,3,3,8413,5,528,Executive,Healthcare,214,1
12631,2003,33,9,14,12,10,4,5,9383,0,270,Entry,Education,272,1
12632,2023,25,7,41,28,10,0,0,0,3,537,Entry,Manufacturing,104,1
12633,1992,45,5,37,26,9,5,0,0,2,556,Entry,Technology,373,0
12634,2001,50,10,27,30,8,2,5,1598,2,897,Senior,Healthcare,22,1
12635,2022,30,4,15,9,0,4,3,4262,1,656,Senior,Healthcare,294,1
12636,2016,25,7,28,30,13,5,1,1542,3,64,Entry,Finance,160,1
12637,2012,45,2,28,38,4,3,2,8333,5,861,Executive,Healthcare,193,1
12638,1982,35,6,11,9,13,5,0,0,0,479,Mid,Healthcare,265,0
12639,1998,26,1,25,23,7,3,2,4406,0,797,Senior,Technology,82,1
12640,2002,39,2,24,32,0,4,3,5490,0,489,Mid,Finance,167,1
12641,2008,63,1,14,13,6,1,1,3706,2,67,Mid,Manufacturing,328,1
12642,2009,40,4,29,34,1,2,4,1209,5,361,Senior,Healthcare,142,1
12643,2018,33,6,40,33,6,5,1,4978,0,811,Mid,Healthcare,42,1
12644,2023,39,10,19,16,6,5,3,3224,0,607,Executive,Manufacturing,343,1
12645,2004,38,9,48,20,8,4,1,4856,2,571,Senior,Education,11,1
12646,2016,51,10,44,31,5,4,4,7793,0,994,Senior,Manufacturing,21,1
12647,1987,45,10,44,2,3,3,0,0,1,768,Mid,Manufacturing,17,1
12648,2021,32,10,10,14,6,0,1,6853,5,18,Mid,Finance,449,1
12649,1995,56,9,41,7,6,0,5,9551,4,544,Entry,Other,61,1
12650,1987,44,0,6,31,3,0,5,1538,1,978,Senior,Manufacturing,188,1
12651,1980,38,9,16,37,1,3,3,148,3,931,Mid,Finance,443,1
12652,2023,22,8,8,25,12,0,1,8065,1,90,Executive,Other,78,1
12653,1984,36,0,27,29,10,4,4,7699,1,972,Senior,Manufacturing,489,1
12654,1982,53,0,17,8,8,1,3,1425,2,986,Entry,Healthcare,166,1
12655,1980,30,9,21,31,13,1,1,1717,3,237,Executive,Healthcare,456,1
12656,1983,36,7,35,10,7,1,3,9546,5,461,Entry,Other,149,1
12657,2019,49,5,20,21,4,0,5,2635,5,23,Entry,Education,464,1
12658,2014,45,5,45,33,13,1,4,2363,1,226,Executive,Other,397,1
12659,2011,56,8,30,40,4,5,0,0,4,850,Entry,Manufacturing,222,1
12660,2021,43,3,32,17,0,0,4,5628,1,380,Entry,Technology,104,1
12661,2013,48,7,5,18,10,5,0,0,0,920,Entry,Manufacturing,253,1
12662,2022,40,3,16,17,8,4,2,1451,2,906,Entry,Other,6,1
12663,2004,66,1,41,36,10,5,5,8641,0,776,Entry,Technology,494,1
12664,1989,33,10,24,17,13,4,5,1835,3,5,Senior,Other,162,1
12665,2000,41,7,6,11,9,3,5,9635,3,569,Mid,Manufacturing,289,1
12666,2018,22,6,40,3,10,3,4,5851,2,611,Senior,Finance,194,1
12667,2006,42,3,19,26,7,5,0,0,1,633,Senior,Healthcare,318,1
12668,2006,66,8,42,4,4,2,2,3935,3,356,Mid,Technology,129,1
12669,1981,22,8,26,5,9,4,2,6830,4,156,Mid,Technology,108,1
12670,2020,31,7,48,12,5,0,2,3709,2,200,Executive,Manufacturing,218,1
12671,1992,68,0,36,22,11,2,3,1289,0,224,Entry,Healthcare,428,1
12672,1988,53,6,24,24,9,4,4,503,4,982,Mid,Education,318,1
12673,2015,60,4,40,3,10,0,4,7951,5,462,Executive,Technology,129,1
12674,2001,43,6,37,31,15,4,5,5051,2,778,Executive,Healthcare,243,1
12675,2021,39,8,19,14,9,4,4,3097,4,662,Senior,Healthcare,437,1
12676,2005,69,1,50,25,15,0,4,2147,2,921,Executive,Technology,306,1
12677,1991,67,10,7,10,7,4,3,9657,0,256,Entry,Finance,296,1
12678,1996,53,3,33,8,5,4,4,4520,1,989,Senior,Other,388,1
12679,1993,48,3,31,10,9,4,0,0,2,592,Mid,Finance,84,1
12680,1993,49,1,9,1,13,3,2,3716,3,430,Senior,Manufacturing,254,1
12681,2013,39,2,35,26,3,1,3,8842,0,877,Senior,Other,326,0
12682,1999,60,10,26,25,2,4,3,1210,0,424,Entry,Other,408,1
12683,1990,50,7,39,7,6,0,5,2187,4,406,Entry,Manufacturing,236,1
12684,1995,39,8,11,20,12,5,4,8058,3,611,Senior,Healthcare,0,1
12685,2010,65,5,10,20,1,4,2,3820,4,104,Mid,Technology,264,1
12686,1985,29,9,30,7,6,3,0,0,5,251,Entry,Finance,193,1
12687,1998,52,1,5,0,0,3,2,2843,0,644,Senior,Healthcare,450,1
12688,2016,55,1,23,37,12,5,1,3450,2,98,Entry,Finance,363,1
12689,1983,28,6,11,12,9,4,2,3518,5,177,Entry,Technology,356,1
12690,1983,57,7,40,8,4,2,0,0,3,264,Executive,Finance,121,0
12691,1999,39,7,16,27,14,5,0,0,0,131,Mid,Education,363,1
12692,1989,59,5,24,5,8,1,0,0,3,198,Senior,Manufacturing,3,1
12693,2003,30,9,27,22,12,0,3,1144,5,704,Senior,Other,148,1
12694,2014,30,7,29,35,14,0,3,3126,2,719,Executive,Finance,60,1
12695,2005,67,0,34,16,12,0,1,7660,1,56,Senior,Technology,281,1
12696,2016,29,8,33,8,0,0,2,17,4,891,Senior,Technology,116,1
12697,2017,56,0,35,11,7,3,4,5999,4,408,Executive,Education,171,1
12698,2000,39,2,22,21,8,1,5,1656,5,953,Executive,Technology,420,1
12699,2019,26,8,45,11,8,4,1,1596,0,261,Senior,Education,333,1
12700,2018,35,10,23,5,7,4,4,9137,0,741,Executive,Healthcare,237,1
12701,2000,49,4,8,8,15,2,4,1287,2,653,Entry,Finance,137,1
12702,1989,51,8,5,36,3,4,1,267,0,574,Entry,Technology,217,1
12703,2017,25,8,45,2,13,1,2,434,0,117,Entry,Manufacturing,457,1
12704,1983,60,5,19,33,13,4,5,2035,0,484,Entry,Finance,484,0
12705,2024,41,10,12,7,6,3,4,2497,3,970,Executive,Education,81,1
12706,1999,46,0,19,9,0,5,3,6440,3,320,Mid,Finance,218,1
12707,1996,49,9,19,40,6,4,3,6037,1,307,Mid,Finance,336,1
12708,1986,33,6,43,8,5,0,1,7806,3,489,Senior,Technology,201,1
12709,1983,23,5,26,13,4,0,5,3208,4,320,Mid,Manufacturing,74,1
12710,2008,64,8,22,36,0,5,5,1613,5,756,Entry,Healthcare,46,1
12711,1993,35,6,20,26,7,0,4,8910,1,892,Executive,Manufacturing,343,1
12712,1982,43,10,6,40,9,0,1,7164,0,355,Entry,Other,338,1
12713,2003,52,3,40,31,0,3,5,2231,4,647,Entry,Education,235,0
12714,2016,44,6,24,3,15,3,5,6463,1,607,Executive,Other,463,1
12715,1995,69,1,20,1,0,3,3,8932,5,736,Entry,Manufacturing,150,1
12716,1983,41,5,7,32,13,4,1,5695,1,519,Entry,Manufacturing,375,1
12717,2003,59,5,34,20,14,5,4,8996,4,525,Executive,Education,122,1
12718,2013,25,1,6,0,2,0,4,4512,1,23,Executive,Manufacturing,459,1
12719,2009,36,3,39,10,12,2,3,7960,4,191,Senior,Healthcare,245,1
12720,1997,45,7,30,0,7,5,0,0,1,752,Senior,Finance,253,0
12721,1998,46,7,9,10,15,2,0,0,1,1000,Entry,Healthcare,53,1
12722,2010,22,7,6,6,7,0,5,9918,1,348,Senior,Other,186,1
12723,1998,28,7,24,1,13,1,2,6023,4,24,Mid,Finance,402,1
12724,1998,52,0,38,14,14,5,3,5904,1,389,Mid,Finance,280,1
12725,2001,33,1,38,7,6,4,2,3512,5,640,Entry,Manufacturing,66,1
12726,2003,63,3,24,25,4,2,5,9290,5,598,Senior,Finance,140,1
12727,2024,26,8,29,39,14,5,3,8103,3,744,Entry,Education,20,1
12728,1991,65,2,24,34,7,5,4,1844,3,800,Senior,Healthcare,21,1
12729,2009,63,5,29,40,1,3,3,3924,3,909,Executive,Finance,174,1
12730,2017,59,6,18,40,7,1,1,4881,3,958,Executive,Manufacturing,190,0
12731,2010,33,7,48,20,11,3,2,534,3,567,Executive,Manufacturing,284,1
12732,2015,60,6,47,37,10,1,3,7577,5,189,Executive,Manufacturing,304,1
12733,1998,39,2,47,7,1,1,2,5730,0,27,Entry,Technology,362,0
12734,2024,23,5,43,31,9,4,5,8476,1,540,Entry,Healthcare,280,1
12735,2015,31,4,16,7,15,5,3,7987,5,490,Entry,Manufacturing,406,1
12736,2009,36,9,9,9,4,3,0,0,5,487,Mid,Education,331,0
12737,2012,51,3,6,22,10,3,2,8695,2,790,Executive,Manufacturing,304,0
12738,1997,65,0,20,3,12,2,4,4141,0,171,Executive,Technology,406,1
12739,2007,38,6,34,37,3,5,4,7936,4,37,Executive,Healthcare,260,1
12740,1990,25,7,47,29,14,0,3,8728,0,944,Senior,Finance,156,1
12741,2024,28,1,42,40,12,0,4,8253,2,298,Senior,Healthcare,260,1
12742,2012,62,6,49,22,0,2,4,5861,5,265,Mid,Finance,38,1
12743,1996,52,5,46,4,4,1,2,5201,0,26,Mid,Finance,482,0
12744,1985,60,4,28,20,6,2,3,2383,1,647,Senior,Manufacturing,418,1
12745,1983,55,3,34,5,0,2,2,8402,3,747,Senior,Other,336,1
12746,1999,27,1,41,16,1,3,3,2447,1,756,Entry,Education,29,1
12747,2006,59,9,43,24,11,2,4,4804,0,451,Entry,Education,439,1
12748,1994,66,5,15,23,14,1,3,3269,5,468,Senior,Other,257,1
12749,1985,55,4,18,21,13,0,5,8568,5,84,Executive,Manufacturing,270,1
12750,1993,65,1,27,12,8,4,3,9377,2,925,Senior,Technology,50,1
12751,1990,36,9,20,16,11,5,1,6964,4,12,Entry,Finance,278,1
12752,2018,35,6,25,13,4,2,3,7062,1,569,Mid,Other,233,1
12753,1988,27,5,8,33,13,5,1,3498,2,258,Senior,Education,25,1
12754,2005,58,10,37,25,12,2,2,2847,4,979,Senior,Healthcare,10,1
12755,1995,53,8,18,18,6,5,1,7658,3,99,Executive,Technology,383,1
12756,1984,24,10,23,25,1,3,2,7446,1,615,Mid,Manufacturing,23,1
12757,1989,24,9,9,2,6,3,3,8083,5,260,Executive,Technology,392,1
12758,1982,43,4,40,1,15,5,2,8978,1,277,Mid,Education,461,1
12759,1992,43,8,35,27,6,2,4,732,5,953,Executive,Other,215,1
12760,2022,31,8,49,1,6,2,5,5063,5,65,Mid,Manufacturing,326,1
12761,2009,24,0,22,21,4,1,3,7313,3,600,Senior,Education,137,1
12762,2024,33,4,48,6,8,0,1,7236,3,807,Senior,Finance,224,1
12763,1985,50,8,35,3,1,0,5,2699,0,599,Senior,Technology,352,1
12764,1996,69,6,34,37,3,4,0,0,4,377,Entry,Other,109,1
12765,2024,38,5,25,38,1,0,5,3664,2,516,Mid,Finance,474,1
12766,1998,28,5,34,19,7,4,3,9270,3,655,Mid,Healthcare,327,0
12767,2021,34,10,45,5,11,3,5,7811,0,116,Executive,Finance,205,1
12768,2014,23,6,8,8,10,4,5,8153,4,782,Entry,Technology,70,1
12769,2005,25,0,9,30,0,4,4,4619,4,498,Executive,Healthcare,209,1
12770,1984,31,3,45,25,15,0,2,2193,1,204,Entry,Education,184,1
12771,2008,60,0,49,35,8,2,5,4563,0,586,Executive,Other,89,1
12772,2016,45,5,14,25,11,3,1,9776,0,79,Entry,Healthcare,246,1
12773,1999,38,3,31,27,12,1,1,3006,1,17,Executive,Technology,382,1
12774,2000,27,0,20,4,13,4,4,4044,2,728,Executive,Manufacturing,232,1
12775,1989,40,8,34,9,4,4,5,1210,3,942,Entry,Healthcare,378,1
12776,1984,26,3,17,17,10,5,5,1986,5,613,Mid,Education,398,1
12777,2015,53,5,40,14,11,4,4,3170,1,999,Executive,Healthcare,32,1
12778,1985,31,6,25,32,2,2,3,7473,3,643,Entry,Other,394,1
12779,2005,30,7,49,4,11,1,0,0,5,820,Entry,Finance,146,1
12780,1983,48,10,44,36,10,5,0,0,0,57,Mid,Manufacturing,169,1
12781,2018,34,8,49,39,3,0,2,9369,1,111,Mid,Technology,465,1
12782,2018,40,8,19,21,0,3,1,918,5,596,Mid,Manufacturing,213,1
12783,2014,42,7,24,21,15,2,3,9311,2,842,Mid,Finance,313,1
12784,1980,45,9,24,21,2,1,1,8897,3,825,Executive,Manufacturing,227,1
12785,2003,59,10,49,14,10,3,3,6054,3,627,Executive,Finance,145,1
12786,2015,25,2,9,16,7,0,4,4929,3,314,Senior,Other,145,1
12787,1985,45,1,36,27,11,3,2,2861,0,161,Executive,Healthcare,21,1
12788,2020,56,4,10,21,1,5,4,4494,5,797,Senior,Technology,88,1
12789,2023,24,0,34,20,1,4,1,1807,3,949,Senior,Finance,373,1
12790,2010,25,2,30,16,8,4,2,9591,4,323,Executive,Finance,179,0
12791,1999,58,0,41,4,4,2,5,2649,3,717,Senior,Healthcare,299,1
12792,2003,61,2,17,17,4,3,3,4423,0,330,Mid,Finance,414,0
12793,2004,69,3,33,16,0,4,3,1295,1,579,Senior,Technology,264,1
12794,2015,56,6,9,3,12,2,2,9812,3,921,Executive,Education,49,1
12795,2000,52,4,29,6,15,2,4,2442,3,898,Entry,Manufacturing,229,1
12796,2009,65,4,17,24,5,5,2,7639,1,759,Executive,Other,374,1
12797,2003,46,0,28,36,7,2,4,2595,5,501,Entry,Other,60,1
12798,2023,61,7,35,39,5,0,2,5137,5,56,Entry,Finance,18,1
12799,2021,34,3,24,39,13,4,4,1072,4,164,Senior,Manufacturing,307,1
12800,2009,25,9,12,8,14,4,0,0,0,165,Senior,Other,310,1
12801,2001,67,4,13,18,6,1,2,9641,1,296,Entry,Manufacturing,24,1
12802,2007,35,1,25,8,13,0,4,3942,0,3,Senior,Other,206,1
12803,1986,34,0,24,22,3,4,5,1771,5,409,Mid,Education,324,1
12804,2014,48,8,19,30,1,5,1,5675,1,806,Executive,Finance,74,0
12805,2007,27,1,30,31,0,4,1,1017,2,876,Senior,Technology,140,1
12806,1993,38,5,46,30,15,1,2,3692,4,105,Entry,Finance,417,1
12807,1989,57,0,15,16,11,3,2,8710,2,619,Entry,Manufacturing,327,1
12808,1995,61,0,41,38,5,3,3,2351,5,681,Executive,Healthcare,280,0
12809,1995,56,8,45,21,8,0,4,9327,1,778,Senior,Education,90,1
12810,2010,38,3,15,34,9,2,2,2772,5,778,Senior,Technology,74,1
12811,2021,62,8,31,29,4,1,1,911,1,565,Entry,Technology,63,1
12812,2004,23,10,34,39,11,1,1,9007,0,997,Executive,Manufacturing,81,1
12813,1992,34,4,23,36,1,4,1,973,1,165,Entry,Technology,249,1
12814,1985,23,6,38,25,0,5,4,3102,5,253,Executive,Manufacturing,137,1
12815,2023,49,0,42,5,2,4,0,0,0,787,Senior,Technology,96,1
12816,1988,64,5,27,33,3,5,2,1800,0,665,Senior,Technology,99,1
12817,2024,47,7,5,31,15,1,0,0,1,127,Executive,Other,272,1
12818,2015,43,0,7,24,6,2,4,5438,0,485,Entry,Other,240,1
12819,2022,68,8,7,12,8,3,5,5133,5,75,Entry,Manufacturing,4,1
12820,1999,64,2,32,37,7,0,2,8761,4,886,Entry,Education,214,1
12821,1997,24,0,18,37,8,5,3,969,2,220,Executive,Technology,66,1
12822,2022,56,0,34,1,6,3,2,4079,1,781,Executive,Finance,486,1
12823,2000,33,10,9,4,9,0,2,1879,0,433,Entry,Healthcare,356,1
12824,1983,45,5,19,10,7,2,2,3319,0,634,Entry,Other,393,1
12825,2012,26,10,42,10,7,1,2,4705,5,536,Executive,Manufacturing,154,0
12826,2006,41,5,18,23,0,2,5,6611,0,438,Executive,Technology,439,1
12827,1986,60,0,18,13,11,5,2,387,0,434,Entry,Other,390,1
12828,1985,60,2,12,29,13,1,4,8067,4,617,Entry,Education,368,1
12829,1994,34,6,12,39,14,4,2,5957,1,617,Senior,Other,28,1
12830,1997,62,9,23,34,11,0,5,2489,1,614,Mid,Finance,304,1
12831,2011,66,2,36,20,14,4,4,7509,5,985,Executive,Manufacturing,422,1
12832,1990,33,2,35,4,8,1,2,8707,4,777,Mid,Finance,453,0
12833,1999,34,2,33,37,1,0,2,5937,4,525,Executive,Other,8,1
12834,2003,31,6,45,1,11,0,4,3844,4,132,Senior,Healthcare,199,0
12835,1994,54,3,15,39,10,4,2,2890,1,440,Executive,Education,444,1
12836,1986,61,3,49,36,13,0,5,1442,3,533,Executive,Manufacturing,333,1
12837,2000,37,2,17,33,6,1,1,722,5,586,Mid,Manufacturing,437,1
12838,2021,66,9,31,10,12,5,2,8947,5,796,Senior,Technology,229,1
12839,2005,56,10,23,35,9,5,3,2250,2,390,Senior,Finance,392,1
12840,2023,24,8,30,10,9,1,4,1908,4,243,Senior,Manufacturing,315,1
12841,1993,26,1,41,8,12,4,5,2586,4,767,Senior,Finance,307,0
12842,2016,47,3,13,5,4,2,2,8577,1,145,Executive,Healthcare,376,1
12843,2000,32,7,32,33,3,1,2,6126,5,414,Mid,Technology,330,1
12844,1997,28,5,36,36,0,5,4,6773,1,426,Senior,Healthcare,266,1
12845,1984,31,6,7,31,0,1,0,0,2,211,Entry,Technology,359,0
12846,1982,63,6,36,11,2,0,5,4087,0,248,Senior,Technology,162,1
12847,2002,55,1,9,31,13,0,5,9683,1,34,Mid,Finance,74,1
12848,2005,24,3,12,16,14,1,1,5078,2,838,Mid,Other,291,1
12849,2016,29,9,18,3,0,4,1,8142,1,252,Mid,Technology,182,1
12850,2003,52,9,7,32,7,2,2,3318,1,861,Mid,Healthcare,386,1
12851,1998,32,5,28,8,2,0,4,3038,1,771,Entry,Other,108,1
12852,2004,66,2,17,33,10,5,3,9264,3,818,Senior,Healthcare,338,1
12853,2000,28,8,47,38,9,0,2,768,3,861,Executive,Other,199,1
12854,1991,66,3,33,29,1,5,1,9178,4,285,Executive,Healthcare,180,0
12855,2020,23,9,12,19,5,2,2,5557,3,861,Entry,Finance,27,0
12856,2012,27,1,46,38,3,0,4,5262,2,692,Senior,Finance,52,1
12857,1983,62,5,35,22,15,4,5,196,1,209,Senior,Education,247,1
12858,2021,53,0,30,40,12,5,5,2307,3,109,Executive,Manufacturing,309,0
12859,1986,41,5,22,34,12,0,5,1389,5,329,Entry,Education,436,1
12860,2001,55,9,22,22,13,0,5,6739,1,141,Executive,Education,320,1
12861,2012,37,0,11,38,10,1,3,5311,0,675,Entry,Technology,308,1
12862,1996,46,7,42,22,13,4,0,0,4,86,Mid,Technology,39,1
12863,2003,33,4,20,36,12,4,3,2990,3,139,Senior,Education,221,1
12864,2013,28,5,37,22,10,1,2,5997,5,331,Senior,Manufacturing,296,1
12865,2007,60,1,7,38,12,5,1,9861,5,673,Senior,Education,165,1
12866,2022,38,1,42,27,3,3,4,9609,1,25,Senior,Finance,330,1
12867,2020,66,8,8,18,1,2,2,6253,0,645,Senior,Healthcare,28,1
12868,2018,32,2,40,29,1,4,0,0,4,868,Senior,Education,414,1
12869,2001,27,5,8,20,10,3,4,9778,4,626,Mid,Technology,188,1
12870,1996,44,9,46,23,5,5,4,4667,0,692,Senior,Manufacturing,201,1
12871,2013,48,4,13,20,4,2,4,4402,3,910,Mid,Technology,482,0
12872,1985,67,3,44,25,8,4,2,6205,3,361,Senior,Finance,295,1
12873,1985,27,9,21,35,3,0,0,0,1,870,Senior,Other,476,1
12874,2013,59,1,21,25,4,4,2,6988,2,658,Entry,Technology,484,1
12875,1980,23,7,37,32,14,2,4,9734,1,359,Senior,Other,129,1
12876,1989,43,9,24,35,0,3,4,1992,1,942,Executive,Technology,47,1
12877,2000,41,6,18,3,11,0,1,4059,1,214,Entry,Manufacturing,256,1
12878,1984,46,10,26,8,11,2,3,7203,0,995,Entry,Other,314,1
12879,1981,36,1,31,7,1,5,2,6893,4,76,Entry,Manufacturing,415,1
12880,2001,50,5,47,1,2,2,0,0,4,94,Executive,Technology,87,0
12881,1981,29,7,7,28,4,4,4,6882,2,956,Mid,Technology,257,1
12882,1989,58,6,28,22,11,5,2,7470,3,996,Entry,Education,58,1
12883,2013,54,0,34,5,4,1,3,9726,1,217,Entry,Finance,386,1
12884,1995,43,4,12,35,3,1,2,2674,0,874,Entry,Other,456,1
12885,2018,68,1,26,20,13,0,3,4548,0,367,Senior,Education,48,1
12886,2001,26,5,29,21,15,2,2,9052,1,51,Mid,Manufacturing,215,1
12887,1991,60,6,14,8,9,3,1,1552,0,273,Executive,Education,75,0
12888,2003,39,6,33,33,2,0,2,6014,0,443,Executive,Education,33,1
12889,2019,59,2,44,25,8,5,5,1392,1,686,Mid,Other,247,1
12890,2017,58,6,5,0,0,0,1,8572,2,824,Mid,Technology,317,1
12891,1989,51,4,25,35,5,4,3,5338,0,32,Mid,Technology,289,1
12892,2014,52,7,43,4,6,5,4,648,4,871,Senior,Other,22,1
12893,2011,31,7,28,40,9,3,4,6394,5,415,Entry,Finance,18,1
12894,1986,36,6,13,21,3,2,2,4660,4,643,Senior,Healthcare,435,1
12895,2000,63,5,48,3,9,5,0,0,5,424,Mid,Healthcare,315,1
12896,1999,69,1,30,1,2,2,2,471,5,786,Senior,Other,382,1
12897,2005,65,5,13,15,7,2,1,8054,4,6,Executive,Other,95,0
12898,1983,39,10,24,15,8,0,1,121,1,494,Senior,Education,250,1
12899,2001,44,8,39,21,12,4,3,5445,5,738,Mid,Finance,240,1
12900,1994,54,1,40,0,0,0,2,7695,4,766,Entry,Finance,411,0
12901,2019,37,0,46,14,14,1,3,4876,3,793,Senior,Manufacturing,345,1
12902,2000,59,10,40,23,14,1,0,0,0,747,Mid,Technology,304,1
12903,1994,56,4,13,3,14,2,4,4216,2,854,Senior,Other,44,1
12904,2001,55,10,26,17,14,4,4,2186,5,353,Executive,Other,75,1
12905,2007,49,5,5,16,10,5,2,2134,4,946,Senior,Other,106,1
12906,1993,23,2,9,6,11,2,3,2177,1,695,Senior,Other,478,1
12907,2006,51,7,13,9,9,5,3,2299,5,198,Entry,Manufacturing,59,1
12908,2020,34,6,41,0,8,2,0,0,2,714,Senior,Healthcare,458,0
12909,2019,62,1,42,1,6,0,3,1383,1,434,Senior,Finance,439,1
12910,2007,37,6,23,21,0,2,5,4142,2,135,Executive,Healthcare,487,1
12911,2005,26,0,12,31,6,2,5,1968,2,908,Executive,Technology,497,1
12912,1981,49,8,46,28,4,4,1,6644,0,287,Executive,Technology,131,1
12913,2004,60,6,47,34,9,4,5,2472,5,1000,Entry,Other,401,1
12914,1982,66,5,36,16,12,5,5,5494,5,801,Executive,Technology,156,1
12915,1987,41,1,17,11,12,4,1,9442,5,657,Executive,Healthcare,494,1
12916,2023,45,2,24,23,6,2,5,5906,2,718,Senior,Finance,375,1
12917,2012,48,0,40,29,15,4,5,3110,3,566,Senior,Manufacturing,422,1
12918,2021,51,9,47,29,11,4,1,8326,3,810,Entry,Finance,54,1
12919,2014,66,4,48,19,8,3,2,8801,3,407,Executive,Finance,185,1
12920,1985,48,8,41,6,7,3,1,9249,1,916,Mid,Education,174,0
12921,2018,47,5,34,37,5,1,1,6571,0,913,Senior,Finance,30,1
12922,2002,28,4,14,6,1,0,5,3774,1,909,Mid,Manufacturing,370,1
12923,2004,63,2,35,29,7,0,4,4655,5,761,Mid,Education,411,0
12924,2022,68,4,29,11,11,4,5,258,5,948,Executive,Finance,154,1
12925,1998,59,7,33,30,13,1,2,6868,4,786,Mid,Education,244,1
12926,1984,26,1,28,17,3,1,1,6817,5,716,Entry,Finance,29,0
12927,1990,44,4,43,1,7,5,0,0,3,824,Entry,Technology,48,1
12928,1991,49,5,25,32,14,3,1,9107,0,703,Senior,Technology,169,1
12929,1989,55,9,45,10,6,1,2,3942,3,335,Mid,Finance,74,1
12930,1987,36,7,13,33,3,2,3,237,0,1,Entry,Education,205,1
12931,2003,53,7,46,15,7,5,5,3355,1,184,Entry,Manufacturing,323,1
12932,2007,47,4,46,34,10,4,4,8879,5,673,Mid,Technology,355,1
12933,2020,69,8,6,32,10,2,4,7904,1,560,Entry,Education,384,1
12934,2015,52,3,8,20,11,0,5,6601,3,601,Mid,Manufacturing,427,1
12935,2016,40,8,12,19,10,3,5,5706,2,437,Entry,Education,358,1
12936,2000,30,10,36,7,1,2,2,1158,0,762,Mid,Finance,420,0
12937,1987,50,6,18,25,8,4,1,594,5,21,Entry,Technology,160,1
12938,1988,60,5,17,32,5,2,0,0,4,211,Entry,Technology,148,1
12939,1994,25,3,25,25,6,2,1,402,2,476,Entry,Technology,87,0
12940,2019,24,1,28,36,9,1,1,9013,1,465,Executive,Finance,167,1
12941,1997,50,7,22,29,0,3,0,0,0,988,Executive,Manufacturing,188,1
12942,2021,32,5,49,30,2,0,4,2540,2,233,Entry,Manufacturing,113,1
12943,1999,54,2,44,32,13,4,1,5878,4,171,Executive,Other,12,1
12944,1985,59,6,30,10,9,5,3,7490,2,602,Mid,Other,368,1
12945,1991,32,9,36,40,4,5,3,9889,4,674,Executive,Technology,481,1
12946,1981,48,6,48,4,14,4,2,5534,1,796,Senior,Other,165,0
12947,1986,54,5,37,1,11,0,2,5286,0,517,Senior,Manufacturing,156,1
12948,1995,42,1,35,12,6,4,0,0,1,243,Entry,Other,180,1
12949,1982,60,7,22,17,0,1,0,0,0,420,Executive,Other,319,1
12950,2024,52,0,39,25,8,5,2,5651,2,378,Senior,Technology,291,1
12951,1982,59,0,16,24,4,5,5,3679,1,472,Entry,Manufacturing,103,1
12952,2006,67,5,29,13,12,2,1,3552,0,340,Senior,Technology,110,1
12953,2022,23,4,49,4,11,1,5,7238,5,953,Entry,Manufacturing,260,1
12954,2019,48,8,35,1,2,5,4,4996,4,959,Senior,Education,147,1
12955,2017,57,6,14,3,6,1,3,1464,0,670,Senior,Technology,476,1
12956,2012,32,1,38,11,9,1,0,0,5,122,Executive,Other,138,1
12957,2007,68,6,7,10,15,0,2,4882,1,871,Entry,Other,327,1
12958,1980,39,2,50,3,7,5,3,6245,1,433,Senior,Technology,411,1
